"PRODUCT","DRAW NUMBER","SEQUENCE NUMBER","DRAW DATE","NUMBER DRAWN 1","NUMBER DRAWN 2","NUMBER DRAWN 3","NUMBER DRAWN 4","NUMBER DRAWN 5","NUMBER DRAWN 6","NUMBER DRAWN 7","BONUS NUMBER"
"LOTTO MAX",279,0,"2015-01-23",1,14,15,18,26,42,48,39
"LOTTO MAX",280,0,"2015-01-30",10,15,21,28,32,36,37,9
"LOTTO MAX",281,0,"2015-02-06",1,5,7,13,14,33,46,47
"LOTTO MAX",281,1,"2015-02-06",11,26,28,30,32,35,45,0
"LOTTO MAX",281,2,"2015-02-06",1,2,11,27,34,37,48,0
"LOTTO MAX",282,0,"2015-02-13",6,9,18,22,25,32,44,46
"LOTTO MAX",283,0,"2015-02-20",26,34,38,41,46,48,49,10
"LOTTO MAX",284,0,"2015-02-27",4,12,16,27,37,39,44,32
"LOTTO MAX",285,0,"2015-03-06",2,8,9,10,24,26,41,37
"LOTTO MAX",286,0,"2015-03-13",2,8,10,15,17,20,24,14
"LOTTO MAX",287,0,"2015-03-20",7,10,16,35,36,42,45,24
"LOTTO MAX",287,1,"2015-03-20",2,21,26,29,30,35,38,0
"LOTTO MAX",287,2,"2015-03-20",4,14,17,19,21,33,38,0
"LOTTO MAX",288,0,"2015-03-27",3,7,15,23,29,31,45,46
"LOTTO MAX",289,0,"2015-04-03",10,11,23,28,32,34,41,29
"LOTTO MAX",290,0,"2015-04-10",7,8,16,18,24,25,46,37
"LOTTO MAX",291,0,"2015-04-17",7,11,14,15,19,30,41,22
"LOTTO MAX",292,0,"2015-04-24",3,37,38,40,42,43,46,12
"LOTTO MAX",292,1,"2015-04-24",2,10,12,32,39,40,48,0
"LOTTO MAX",292,2,"2015-04-24",10,12,22,33,38,41,42,0
"LOTTO MAX",293,0,"2015-05-01",6,18,20,37,40,44,46,49
"LOTTO MAX",293,1,"2015-05-01",6,12,15,16,34,37,42,0
"LOTTO MAX",293,2,"2015-05-01",5,12,17,25,26,29,44,0
"LOTTO MAX",293,3,"2015-05-01",2,11,25,26,30,37,49,0
"LOTTO MAX",293,4,"2015-05-01",4,7,13,17,19,26,42,0
"LOTTO MAX",293,5,"2015-05-01",4,5,19,32,33,36,39,0
"LOTTO MAX",293,6,"2015-05-01",1,6,7,29,37,41,49,0
"LOTTO MAX",293,7,"2015-05-01",4,18,19,24,30,31,45,0
"LOTTO MAX",294,0,"2015-05-08",1,7,17,27,32,44,48,18
"LOTTO MAX",294,1,"2015-05-08",2,4,9,11,15,30,36,0
"LOTTO MAX",294,2,"2015-05-08",8,11,20,24,39,42,48,0
"LOTTO MAX",294,3,"2015-05-08",2,5,14,32,37,45,46,0
"LOTTO MAX",294,4,"2015-05-08",2,8,9,13,17,24,33,0
"LOTTO MAX",294,5,"2015-05-08",2,4,9,10,24,29,47,0
"LOTTO MAX",294,6,"2015-05-08",5,18,29,33,39,41,46,0
"LOTTO MAX",294,7,"2015-05-08",2,11,23,35,40,44,46,0
"LOTTO MAX",294,8,"2015-05-08",3,15,27,31,45,47,48,0
"LOTTO MAX",294,9,"2015-05-08",16,22,26,35,39,42,43,0
"LOTTO MAX",294,10,"2015-05-08",6,7,14,19,27,30,32,0
"LOTTO MAX",294,11,"2015-05-08",4,16,19,28,34,35,48,0
"LOTTO MAX",294,12,"2015-05-08",7,13,36,37,40,41,43,0
"LOTTO MAX",294,13,"2015-05-08",2,10,34,38,39,41,48,0
"LOTTO MAX",294,14,"2015-05-08",1,19,20,30,31,33,48,0
"LOTTO MAX",294,15,"2015-05-08",8,11,13,20,24,45,47,0
"LOTTO MAX",295,0,"2015-05-15",16,23,24,25,40,46,47,17
"LOTTO MAX",295,1,"2015-05-15",5,8,24,27,32,42,45,0
"LOTTO MAX",295,2,"2015-05-15",2,17,21,24,44,46,48,0
"LOTTO MAX",295,3,"2015-05-15",19,28,30,33,34,35,36,0
"LOTTO MAX",295,4,"2015-05-15",7,16,34,36,37,42,43,0
"LOTTO MAX",295,5,"2015-05-15",1,10,12,28,31,38,49,0
"LOTTO MAX",295,6,"2015-05-15",15,20,28,31,38,43,49,0
"LOTTO MAX",295,7,"2015-05-15",1,11,13,14,16,28,42,0
"LOTTO MAX",295,8,"2015-05-15",2,5,13,14,25,35,39,0
"LOTTO MAX",295,9,"2015-05-15",3,4,20,21,26,32,45,0
"LOTTO MAX",295,10,"2015-05-15",2,4,20,34,35,37,41,0
"LOTTO MAX",295,11,"2015-05-15",15,16,27,35,40,48,49,0
"LOTTO MAX",295,12,"2015-05-15",11,20,21,28,29,37,40,0
"LOTTO MAX",295,13,"2015-05-15",5,11,20,21,23,27,48,0
"LOTTO MAX",295,14,"2015-05-15",6,7,19,20,26,32,41,0
"LOTTO MAX",295,15,"2015-05-15",8,14,30,34,41,48,49,0
"LOTTO MAX",295,16,"2015-05-15",2,6,7,11,28,36,43,0
"LOTTO MAX",295,17,"2015-05-15",2,32,37,38,41,45,49,0
"LOTTO MAX",295,18,"2015-05-15",1,2,21,26,34,35,45,0
"LOTTO MAX",295,19,"2015-05-15",4,17,24,30,35,44,47,0
"LOTTO MAX",295,20,"2015-05-15",15,25,27,30,35,41,47,0
"LOTTO MAX",295,21,"2015-05-15",8,10,22,37,38,46,47,0
"LOTTO MAX",295,22,"2015-05-15",1,13,27,34,36,45,46,0
"LOTTO MAX",295,23,"2015-05-15",5,16,22,27,35,38,47,0
"LOTTO MAX",295,24,"2015-05-15",3,19,31,32,36,40,47,0
"LOTTO MAX",295,25,"2015-05-15",3,4,11,18,29,45,47,0
"LOTTO MAX",296,0,"2015-05-22",1,4,21,24,29,30,46,25
"LOTTO MAX",296,1,"2015-05-22",2,7,15,21,24,32,35,0
"LOTTO MAX",296,2,"2015-05-22",17,22,25,33,34,41,48,0
"LOTTO MAX",296,3,"2015-05-22",10,20,23,26,36,40,47,0
"LOTTO MAX",296,4,"2015-05-22",12,14,18,28,40,41,48,0
"LOTTO MAX",296,5,"2015-05-22",2,9,18,20,30,39,43,0
"LOTTO MAX",296,6,"2015-05-22",1,15,17,34,35,39,44,0
"LOTTO MAX",296,7,"2015-05-22",3,7,13,31,32,36,45,0
"LOTTO MAX",296,8,"2015-05-22",3,6,13,20,42,45,49,0
"LOTTO MAX",296,9,"2015-05-22",11,13,14,15,17,42,45,0
"LOTTO MAX",296,10,"2015-05-22",1,3,26,29,32,35,40,0
"LOTTO MAX",296,11,"2015-05-22",2,23,26,30,37,43,45,0
"LOTTO MAX",296,12,"2015-05-22",3,5,7,24,27,35,49,0
"LOTTO MAX",296,13,"2015-05-22",5,6,17,22,28,40,46,0
"LOTTO MAX",296,14,"2015-05-22",4,8,11,28,33,43,49,0
"LOTTO MAX",296,15,"2015-05-22",1,8,15,18,26,36,37,0
"LOTTO MAX",296,16,"2015-05-22",13,25,28,29,38,40,48,0
"LOTTO MAX",296,17,"2015-05-22",7,16,22,28,42,43,45,0
"LOTTO MAX",296,18,"2015-05-22",12,15,18,29,37,46,47,0
"LOTTO MAX",296,19,"2015-05-22",2,9,12,22,32,37,38,0
"LOTTO MAX",296,20,"2015-05-22",5,6,8,19,25,27,28,0
"LOTTO MAX",296,21,"2015-05-22",1,3,14,17,22,43,49,0
"LOTTO MAX",296,22,"2015-05-22",16,19,20,21,25,33,47,0
"LOTTO MAX",296,23,"2015-05-22",7,12,19,20,38,44,48,0
"LOTTO MAX",296,24,"2015-05-22",4,6,9,24,26,45,47,0
"LOTTO MAX",296,25,"2015-05-22",6,15,25,29,36,42,45,0
"LOTTO MAX",296,26,"2015-05-22",24,26,31,33,34,39,48,0
"LOTTO MAX",296,27,"2015-05-22",20,24,31,39,40,41,47,0
"LOTTO MAX",296,28,"2015-05-22",7,17,18,20,27,37,39,0
"LOTTO MAX",296,29,"2015-05-22",2,8,20,24,25,32,43,0
"LOTTO MAX",296,30,"2015-05-22",7,17,22,31,37,38,39,0
"LOTTO MAX",296,31,"2015-05-22",1,6,11,15,28,33,44,0
"LOTTO MAX",296,32,"2015-05-22",12,14,18,23,29,30,35,0
"LOTTO MAX",296,33,"2015-05-22",13,16,30,34,43,48,49,0
"LOTTO MAX",297,0,"2015-05-29",1,30,38,39,44,45,47,43
"LOTTO MAX",297,1,"2015-05-29",5,8,20,21,31,36,42,0
"LOTTO MAX",297,2,"2015-05-29",5,7,11,31,32,40,48,0
"LOTTO MAX",297,3,"2015-05-29",9,16,23,25,32,39,41,0
"LOTTO MAX",297,4,"2015-05-29",6,15,32,35,42,44,48,0
"LOTTO MAX",297,5,"2015-05-29",13,24,26,27,29,40,49,0
"LOTTO MAX",297,6,"2015-05-29",5,14,20,26,28,43,49,0
"LOTTO MAX",297,7,"2015-05-29",12,21,22,23,31,35,38,0
"LOTTO MAX",297,8,"2015-05-29",12,18,24,25,31,43,49,0
"LOTTO MAX",297,9,"2015-05-29",1,9,12,20,32,38,41,0
"LOTTO MAX",297,10,"2015-05-29",5,9,15,38,39,41,42,0
"LOTTO MAX",297,11,"2015-05-29",2,5,10,18,19,29,43,0
"LOTTO MAX",297,12,"2015-05-29",9,18,28,38,43,44,48,0
"LOTTO MAX",297,13,"2015-05-29",6,8,13,20,24,25,30,0
"LOTTO MAX",297,14,"2015-05-29",12,19,32,33,37,46,49,0
"LOTTO MAX",297,15,"2015-05-29",1,6,14,16,22,24,32,0
"LOTTO MAX",297,16,"2015-05-29",11,14,16,17,22,32,47,0
"LOTTO MAX",297,17,"2015-05-29",4,21,22,26,36,37,38,0
"LOTTO MAX",297,18,"2015-05-29",4,5,10,17,21,31,48,0
"LOTTO MAX",297,19,"2015-05-29",7,29,38,39,40,42,47,0
"LOTTO MAX",297,20,"2015-05-29",12,16,24,27,30,42,46,0
"LOTTO MAX",297,21,"2015-05-29",8,18,20,24,29,35,38,0
"LOTTO MAX",297,22,"2015-05-29",4,14,16,25,26,36,45,0
"LOTTO MAX",297,23,"2015-05-29",4,6,11,19,30,38,49,0
"LOTTO MAX",297,24,"2015-05-29",7,8,24,38,43,45,46,0
"LOTTO MAX",297,25,"2015-05-29",9,12,14,21,31,34,35,0
"LOTTO MAX",297,26,"2015-05-29",12,14,15,17,18,24,38,0
"LOTTO MAX",297,27,"2015-05-29",5,16,17,25,29,34,42,0
"LOTTO MAX",297,28,"2015-05-29",13,16,19,24,38,39,42,0
"LOTTO MAX",297,29,"2015-05-29",4,5,9,28,42,45,46,0
"LOTTO MAX",297,30,"2015-05-29",8,33,36,41,46,47,49,0
"LOTTO MAX",297,31,"2015-05-29",1,3,14,17,22,48,49,0
"LOTTO MAX",297,32,"2015-05-29",12,13,19,24,34,40,43,0
"LOTTO MAX",297,33,"2015-05-29",9,12,22,33,42,46,49,0
"LOTTO MAX",297,34,"2015-05-29",5,13,20,24,37,39,46,0
"LOTTO MAX",297,35,"2015-05-29",9,12,14,18,31,42,43,0
"LOTTO MAX",297,36,"2015-05-29",12,15,19,20,34,43,48,0
"LOTTO MAX",297,37,"2015-05-29",2,4,17,35,39,47,49,0
"LOTTO MAX",297,38,"2015-05-29",9,13,15,18,20,37,44,0
"LOTTO MAX",297,39,"2015-05-29",1,15,18,24,26,34,43,0
"LOTTO MAX",297,40,"2015-05-29",3,6,22,25,41,43,49,0
"LOTTO MAX",297,41,"2015-05-29",3,7,11,12,14,23,44,0
"LOTTO MAX",297,42,"2015-05-29",6,8,19,22,29,31,44,0
"LOTTO MAX",297,43,"2015-05-29",2,5,6,15,19,24,48,0
"LOTTO MAX",297,44,"2015-05-29",2,3,8,9,13,22,29,0
"LOTTO MAX",297,45,"2015-05-29",9,10,11,19,25,38,48,0
"LOTTO MAX",297,46,"2015-05-29",6,9,14,18,41,42,44,0
"LOTTO MAX",297,47,"2015-05-29",1,22,23,29,34,37,44,0
"LOTTO MAX",297,48,"2015-05-29",7,9,17,20,23,34,41,0
"LOTTO MAX",297,49,"2015-05-29",10,12,20,28,31,35,43,0
"LOTTO MAX",297,50,"2015-05-29",5,8,14,17,24,44,45,0
"LOTTO MAX",298,0,"2015-06-05",2,10,13,16,30,33,48,44
"LOTTO MAX",298,1,"2015-06-05",6,11,13,14,35,37,49,0
"LOTTO MAX",298,2,"2015-06-05",5,22,24,25,30,39,42,0
"LOTTO MAX",298,3,"2015-06-05",1,2,22,28,30,44,45,0
"LOTTO MAX",298,4,"2015-06-05",7,11,14,16,22,35,46,0
"LOTTO MAX",298,5,"2015-06-05",2,4,18,24,27,43,44,0
"LOTTO MAX",298,6,"2015-06-05",10,18,20,22,29,33,48,0
"LOTTO MAX",298,7,"2015-06-05",3,7,11,16,43,46,48,0
"LOTTO MAX",298,8,"2015-06-05",15,17,22,28,34,42,48,0
"LOTTO MAX",298,9,"2015-06-05",17,21,23,33,40,44,47,0
"LOTTO MAX",298,10,"2015-06-05",3,12,27,33,37,42,49,0
"LOTTO MAX",298,11,"2015-06-05",5,9,14,22,34,35,38,0
"LOTTO MAX",298,12,"2015-06-05",2,17,30,42,43,45,49,0
"LOTTO MAX",298,13,"2015-06-05",5,6,8,33,38,44,47,0
"LOTTO MAX",298,14,"2015-06-05",7,11,28,31,34,39,42,0
"LOTTO MAX",298,15,"2015-06-05",5,12,28,31,33,34,44,0
"LOTTO MAX",298,16,"2015-06-05",3,5,13,14,24,35,41,0
"LOTTO MAX",298,17,"2015-06-05",15,18,19,36,39,45,46,0
"LOTTO MAX",298,18,"2015-06-05",2,8,16,32,34,39,44,0
"LOTTO MAX",298,19,"2015-06-05",1,11,12,15,16,27,29,0
"LOTTO MAX",298,20,"2015-06-05",10,19,20,27,35,44,47,0
"LOTTO MAX",298,21,"2015-06-05",2,8,11,15,16,20,28,0
"LOTTO MAX",298,22,"2015-06-05",8,9,11,15,26,35,37,0
"LOTTO MAX",298,23,"2015-06-05",3,9,15,18,39,42,45,0
"LOTTO MAX",298,24,"2015-06-05",3,7,9,27,32,38,41,0
"LOTTO MAX",298,25,"2015-06-05",6,11,15,16,23,30,40,0
"LOTTO MAX",298,26,"2015-06-05",2,5,6,14,30,43,48,0
"LOTTO MAX",298,27,"2015-06-05",6,7,8,26,28,34,43,0
"LOTTO MAX",298,28,"2015-06-05",7,27,28,39,43,45,46,0
"LOTTO MAX",298,29,"2015-06-05",15,27,30,31,33,43,44,0
"LOTTO MAX",298,30,"2015-06-05",7,11,27,33,43,45,46,0
"LOTTO MAX",298,31,"2015-06-05",1,5,9,25,27,33,37,0
"LOTTO MAX",298,32,"2015-06-05",6,27,34,35,36,42,49,0
"LOTTO MAX",298,33,"2015-06-05",6,14,19,22,33,35,46,0
"LOTTO MAX",298,34,"2015-06-05",3,8,14,16,37,38,49,0
"LOTTO MAX",298,35,"2015-06-05",4,10,14,22,24,26,47,0
"LOTTO MAX",298,36,"2015-06-05",1,5,14,30,31,36,37,0
"LOTTO MAX",298,37,"2015-06-05",6,11,12,20,27,37,48,0
"LOTTO MAX",298,38,"2015-06-05",2,14,17,19,23,24,41,0
"LOTTO MAX",298,39,"2015-06-05",7,8,11,18,28,48,49,0
"LOTTO MAX",298,40,"2015-06-05",6,13,19,21,24,27,39,0
"LOTTO MAX",298,41,"2015-06-05",2,11,23,28,31,43,44,0
"LOTTO MAX",298,42,"2015-06-05",3,5,8,13,23,35,49,0
"LOTTO MAX",298,43,"2015-06-05",2,8,11,27,37,40,41,0
"LOTTO MAX",298,44,"2015-06-05",9,12,14,18,19,38,43,0
"LOTTO MAX",298,45,"2015-06-05",3,10,29,31,33,42,49,0
"LOTTO MAX",298,46,"2015-06-05",6,22,27,34,38,40,47,0
"LOTTO MAX",298,47,"2015-06-05",12,31,32,34,35,38,48,0
"LOTTO MAX",298,48,"2015-06-05",5,12,20,24,25,30,34,0
"LOTTO MAX",298,49,"2015-06-05",1,8,21,30,36,45,49,0
"LOTTO MAX",298,50,"2015-06-05",7,9,11,16,25,30,35,0
"LOTTO MAX",299,0,"2015-06-12",4,7,11,19,34,38,48,45
"LOTTO MAX",300,0,"2015-06-19",7,14,15,16,21,30,41,17
"LOTTO MAX",301,0,"2015-06-26",2,4,16,23,30,32,46,38
"LOTTO MAX",301,1,"2015-06-26",1,18,35,41,44,47,49,0
"LOTTO MAX",301,2,"2015-06-26",5,8,11,24,29,40,43,0
"LOTTO MAX",302,0,"2015-07-03",1,6,30,40,46,47,49,37
"LOTTO MAX",302,1,"2015-07-03",2,4,7,10,17,27,41,0
"LOTTO MAX",302,2,"2015-07-03",4,16,29,31,35,37,38,0
"LOTTO MAX",302,3,"2015-07-03",7,11,25,26,30,32,37,0
"LOTTO MAX",302,4,"2015-07-03",4,9,14,16,28,45,46,0
"LOTTO MAX",302,5,"2015-07-03",2,8,10,15,39,43,49,0
"LOTTO MAX",302,6,"2015-07-03",13,19,25,28,30,38,41,0
"LOTTO MAX",302,7,"2015-07-03",1,24,25,28,30,37,39,0
"LOTTO MAX",302,8,"2015-07-03",3,7,13,30,42,46,48,0
"LOTTO MAX",302,9,"2015-07-03",10,17,20,22,26,32,40,0
"LOTTO MAX",302,10,"2015-07-03",2,19,23,27,29,48,49,0
"LOTTO MAX",302,11,"2015-07-03",11,14,19,26,32,41,47,0
"LOTTO MAX",302,12,"2015-07-03",8,27,32,34,36,37,38,0
"LOTTO MAX",303,0,"2015-07-10",12,14,23,25,31,38,40,36
"LOTTO MAX",303,1,"2015-07-10",4,26,27,31,32,39,47,0
"LOTTO MAX",303,2,"2015-07-10",5,9,19,29,31,40,45,0
"LOTTO MAX",303,3,"2015-07-10",1,18,19,22,44,45,48,0
"LOTTO MAX",303,4,"2015-07-10",20,21,30,33,37,40,46,0
"LOTTO MAX",303,5,"2015-07-10",3,7,9,24,30,31,49,0
"LOTTO MAX",303,6,"2015-07-10",15,22,24,30,36,39,44,0
"LOTTO MAX",303,7,"2015-07-10",1,15,23,35,43,44,45,0
"LOTTO MAX",303,8,"2015-07-10",2,13,20,24,33,36,47,0
"LOTTO MAX",303,9,"2015-07-10",2,9,20,22,27,33,47,0
"LOTTO MAX",303,10,"2015-07-10",5,7,13,16,25,44,46,0
"LOTTO MAX",303,11,"2015-07-10",3,5,19,20,23,33,45,0
"LOTTO MAX",303,12,"2015-07-10",13,14,26,32,36,40,47,0
"LOTTO MAX",303,13,"2015-07-10",1,3,4,22,29,36,45,0
"LOTTO MAX",303,14,"2015-07-10",1,2,3,11,13,26,27,0
"LOTTO MAX",303,15,"2015-07-10",7,14,27,28,35,42,45,0
"LOTTO MAX",303,16,"2015-07-10",5,11,12,19,25,45,46,0
"LOTTO MAX",303,17,"2015-07-10",13,15,23,30,36,40,44,0
"LOTTO MAX",303,18,"2015-07-10",11,12,24,29,30,38,46,0
"LOTTO MAX",303,19,"2015-07-10",3,7,9,14,27,30,31,0
"LOTTO MAX",303,20,"2015-07-10",2,3,11,19,30,37,38,0
"LOTTO MAX",303,21,"2015-07-10",9,12,13,17,24,38,42,0
"LOTTO MAX",303,22,"2015-07-10",2,5,7,17,38,40,49,0
"LOTTO MAX",303,23,"2015-07-10",3,11,16,17,26,28,32,0
"LOTTO MAX",303,24,"2015-07-10",4,7,15,16,27,28,36,0
"LOTTO MAX",304,0,"2015-07-17",23,24,29,36,42,43,49,38
"LOTTO MAX",304,1,"2015-07-17",4,10,14,16,20,30,34,0
"LOTTO MAX",304,2,"2015-07-17",4,6,7,18,31,33,49,0
"LOTTO MAX",304,3,"2015-07-17",14,16,17,19,38,39,46,0
"LOTTO MAX",304,4,"2015-07-17",3,4,15,26,27,42,49,0
"LOTTO MAX",304,5,"2015-07-17",11,22,30,31,39,47,49,0
"LOTTO MAX",304,6,"2015-07-17",1,5,23,29,32,43,47,0
"LOTTO MAX",304,7,"2015-07-17",4,6,12,22,28,32,45,0
"LOTTO MAX",304,8,"2015-07-17",1,9,12,17,18,29,42,0
"LOTTO MAX",304,9,"2015-07-17",12,15,16,20,25,26,40,0
"LOTTO MAX",304,10,"2015-07-17",3,5,11,15,16,23,43,0
"LOTTO MAX",304,11,"2015-07-17",5,8,16,18,25,26,27,0
"LOTTO MAX",304,12,"2015-07-17",7,8,13,14,25,41,42,0
"LOTTO MAX",304,13,"2015-07-17",2,6,19,21,28,35,38,0
"LOTTO MAX",304,14,"2015-07-17",2,4,13,24,29,37,42,0
"LOTTO MAX",304,15,"2015-07-17",1,6,18,19,26,44,49,0
"LOTTO MAX",304,16,"2015-07-17",7,13,22,29,42,44,47,0
"LOTTO MAX",304,17,"2015-07-17",12,21,22,27,30,36,39,0
"LOTTO MAX",304,18,"2015-07-17",13,19,28,39,41,48,49,0
"LOTTO MAX",304,19,"2015-07-17",3,5,13,26,27,41,43,0
"LOTTO MAX",304,20,"2015-07-17",8,11,12,13,21,29,34,0
"LOTTO MAX",304,21,"2015-07-17",4,10,14,16,26,37,38,0
"LOTTO MAX",304,22,"2015-07-17",7,9,11,12,21,47,49,0
"LOTTO MAX",304,23,"2015-07-17",9,13,25,27,33,43,48,0
"LOTTO MAX",304,24,"2015-07-17",3,6,7,19,22,29,41,0
"LOTTO MAX",304,25,"2015-07-17",1,3,19,24,34,39,44,0
"LOTTO MAX",304,26,"2015-07-17",1,6,22,30,31,32,40,0
"LOTTO MAX",304,27,"2015-07-17",2,3,11,21,34,35,44,0
"LOTTO MAX",304,28,"2015-07-17",10,19,20,26,30,36,38,0
"LOTTO MAX",304,29,"2015-07-17",5,23,24,25,28,37,42,0
"LOTTO MAX",304,30,"2015-07-17",1,9,13,19,24,25,48,0
"LOTTO MAX",305,0,"2015-07-24",2,4,11,19,28,29,38,42
"LOTTO MAX",306,0,"2015-07-31",2,5,27,32,35,42,46,48
"LOTTO MAX",307,0,"2015-08-07",5,13,20,37,39,40,41,28
"LOTTO MAX",307,1,"2015-08-07",5,8,19,28,33,40,46,0
"LOTTO MAX",307,2,"2015-08-07",13,19,24,29,35,36,40,0
"LOTTO MAX",307,3,"2015-08-07",6,11,18,21,34,36,44,0
"LOTTO MAX",308,0,"2015-08-14",1,15,17,25,34,40,41,38
"LOTTO MAX",309,0,"2015-08-21",3,13,15,22,33,41,49,11
"LOTTO MAX",310,0,"2015-08-28",2,4,5,17,29,39,41,48
"LOTTO MAX",311,0,"2015-09-04",7,8,15,19,36,37,41,43
"LOTTO MAX",312,0,"2015-09-11",21,22,27,30,39,42,44,8
"LOTTO MAX",312,1,"2015-09-11",9,15,17,19,28,45,49,0
"LOTTO MAX",312,2,"2015-09-11",8,9,21,29,42,46,48,0
"LOTTO MAX",313,0,"2015-09-18",13,16,17,21,35,40,46,18
"LOTTO MAX",313,1,"2015-09-18",2,13,23,29,34,42,44,0
"LOTTO MAX",313,2,"2015-09-18",3,6,27,34,35,36,48,0
"LOTTO MAX",313,3,"2015-09-18",5,10,17,21,27,31,46,0
"LOTTO MAX",313,4,"2015-09-18",7,9,29,32,33,48,49,0
"LOTTO MAX",313,5,"2015-09-18",2,3,5,11,17,19,42,0
"LOTTO MAX",313,6,"2015-09-18",11,29,31,44,45,47,48,0
"LOTTO MAX",313,7,"2015-09-18",10,22,25,32,35,36,42,0
"LOTTO MAX",313,8,"2015-09-18",16,23,31,37,40,42,48,0
"LOTTO MAX",314,0,"2015-09-25",1,7,15,18,21,30,45,22
"LOTTO MAX",314,1,"2015-09-25",12,14,20,33,35,37,48,0
"LOTTO MAX",314,2,"2015-09-25",2,4,9,15,33,35,38,0
"LOTTO MAX",314,3,"2015-09-25",8,13,16,18,30,35,40,0
"LOTTO MAX",314,4,"2015-09-25",2,8,20,21,26,31,33,0
"LOTTO MAX",314,5,"2015-09-25",1,13,15,17,20,21,43,0
"LOTTO MAX",314,6,"2015-09-25",1,23,28,33,40,43,45,0
"LOTTO MAX",314,7,"2015-09-25",10,15,30,33,38,39,41,0
"LOTTO MAX",314,8,"2015-09-25",3,5,8,10,25,26,36,0
"LOTTO MAX",314,9,"2015-09-25",3,5,15,18,26,35,45,0
"LOTTO MAX",314,10,"2015-09-25",3,7,12,13,14,42,48,0
"LOTTO MAX",314,11,"2015-09-25",4,15,23,26,34,45,46,0
"LOTTO MAX",314,12,"2015-09-25",3,10,11,38,39,44,48,0
"LOTTO MAX",314,13,"2015-09-25",3,14,35,39,43,46,49,0
"LOTTO MAX",314,14,"2015-09-25",4,18,28,29,40,44,49,0
"LOTTO MAX",314,15,"2015-09-25",4,12,19,20,26,28,36,0
"LOTTO MAX",314,16,"2015-09-25",3,10,11,18,34,41,44,0
"LOTTO MAX",314,17,"2015-09-25",1,17,20,30,34,48,49,0
"LOTTO MAX",314,18,"2015-09-25",1,7,10,13,29,42,48,0
"LOTTO MAX",314,19,"2015-09-25",3,16,19,20,24,32,42,0
"LOTTO MAX",314,20,"2015-09-25",2,4,15,17,20,31,34,0
"LOTTO MAX",314,21,"2015-09-25",1,25,31,36,37,40,41,0
"LOTTO MAX",314,22,"2015-09-25",1,5,7,10,16,26,41,0
"LOTTO MAX",314,23,"2015-09-25",14,15,17,35,44,45,47,0
"LOTTO MAX",314,24,"2015-09-25",2,16,17,18,42,43,47,0
"LOTTO MAX",314,25,"2015-09-25",2,12,13,14,22,23,42,0
"LOTTO MAX",314,26,"2015-09-25",2,7,11,16,30,31,48,0
"LOTTO MAX",314,27,"2015-09-25",5,7,12,21,22,37,49,0
"LOTTO MAX",315,0,"2015-10-02",10,12,24,26,34,43,47,38
"LOTTO MAX",316,0,"2015-10-09",8,11,14,23,26,42,47,1
"LOTTO MAX",317,0,"2015-10-16",9,14,19,21,31,32,40,16
"LOTTO MAX",318,0,"2015-10-23",2,7,12,28,29,38,48,27
"LOTTO MAX",318,1,"2015-10-23",2,9,13,21,28,30,31,0
"LOTTO MAX",318,2,"2015-10-23",6,17,22,27,29,37,47,0
"LOTTO MAX",318,3,"2015-10-23",2,3,16,24,27,35,43,0
"LOTTO MAX",318,4,"2015-10-23",4,13,20,29,33,34,47,0
"LOTTO MAX",318,5,"2015-10-23",4,8,14,18,19,32,49,0
"LOTTO MAX",319,0,"2015-10-30",2,11,19,38,43,45,49,9
"LOTTO MAX",319,1,"2015-10-30",5,9,23,24,32,33,34,0
"LOTTO MAX",319,2,"2015-10-30",18,23,24,27,39,43,45,0
"LOTTO MAX",319,3,"2015-10-30",10,14,15,32,37,41,45,0
"LOTTO MAX",319,4,"2015-10-30",2,7,18,19,36,37,45,0
"LOTTO MAX",319,5,"2015-10-30",4,9,11,21,26,35,45,0
"LOTTO MAX",319,6,"2015-10-30",2,10,13,18,31,40,44,0
"LOTTO MAX",319,7,"2015-10-30",1,17,20,24,41,47,48,0
"LOTTO MAX",319,8,"2015-10-30",3,11,24,29,32,40,41,0
"LOTTO MAX",319,9,"2015-10-30",2,3,13,21,31,37,44,0
"LOTTO MAX",319,10,"2015-10-30",9,10,11,14,16,26,27,0
"LOTTO MAX",319,11,"2015-10-30",10,20,21,31,33,41,48,0
"LOTTO MAX",319,12,"2015-10-30",3,4,5,12,15,23,31,0
"LOTTO MAX",320,0,"2015-11-06",1,10,12,20,29,35,47,4
"LOTTO MAX",320,1,"2015-11-06",1,3,10,17,20,30,47,0
"LOTTO MAX",320,2,"2015-11-06",27,31,35,39,44,47,49,0
"LOTTO MAX",320,3,"2015-11-06",6,12,18,22,24,41,43,0
"LOTTO MAX",320,4,"2015-11-06",6,8,14,16,41,44,49,0
"LOTTO MAX",320,5,"2015-11-06",10,13,15,17,22,38,48,0
"LOTTO MAX",320,6,"2015-11-06",4,13,18,33,38,44,48,0
"LOTTO MAX",320,7,"2015-11-06",2,3,9,31,36,41,46,0
"LOTTO MAX",320,8,"2015-11-06",5,8,18,28,37,43,49,0
"LOTTO MAX",320,9,"2015-11-06",1,6,11,23,39,44,47,0
"LOTTO MAX",320,10,"2015-11-06",8,12,13,24,26,30,38,0
"LOTTO MAX",320,11,"2015-11-06",11,15,19,24,32,43,45,0
