"PRODUCT","DRAW NUMBER","SEQUENCE NUMBER","DRAW DATE","NUMBER DRAWN 1","NUMBER DRAWN 2","NUMBER DRAWN 3","NUMBER DRAWN 4","NUMBER DRAWN 5","NUMBER DRAWN 6","NUMBER DRAWN 7","BONUS NUMBER"
"LOTTO MAX",718,5,"2021-06-01",3,9,12,13,19,41,49,0
"LOTTO MAX",718,6,"2021-06-01",3,9,13,18,20,29,38,0
"LOTTO MAX",718,7,"2021-06-01",3,20,26,30,32,40,50,0
"LOTTO MAX",718,8,"2021-06-01",4,10,16,21,31,35,36,0
"LOTTO MAX",718,9,"2021-06-01",6,7,24,31,43,44,49,0
"LOTTO MAX",718,10,"2021-06-01",6,9,17,27,28,37,48,0
"LOTTO MAX",718,11,"2021-06-01",6,9,18,23,34,35,38,0
"LOTTO MAX",718,12,"2021-06-01",6,13,17,21,28,29,49,0
"LOTTO MAX",718,13,"2021-06-01",7,8,18,30,36,44,46,0
"LOTTO MAX",718,14,"2021-06-01",7,25,30,40,46,47,50,0
"LOTTO MAX",718,15,"2021-06-01",8,11,13,28,35,37,47,0
"LOTTO MAX",718,16,"2021-06-01",9,11,23,42,45,46,47,0
"LOTTO MAX",718,17,"2021-06-01",9,18,25,37,40,44,47,0
"LOTTO MAX",718,18,"2021-06-01",18,21,34,36,40,43,44,0
"LOTTO MAX",718,19,"2021-06-01",19,22,23,25,34,37,40,0
"LOTTO MAX",718,20,"2021-06-01",25,36,38,41,46,49,50,0
"LOTTO MAX",719,0,"2021-06-04",2,3,16,28,31,42,47,12
"LOTTO MAX",719,1,"2021-06-04",1,2,3,13,18,42,50,0
"LOTTO MAX",719,2,"2021-06-04",1,19,25,27,30,31,48,0
"LOTTO MAX",719,3,"2021-06-04",2,6,14,25,26,29,47,0
"LOTTO MAX",719,4,"2021-06-04",2,7,14,26,28,40,41,0
"LOTTO MAX",719,5,"2021-06-04",2,8,19,21,26,41,46,0
"LOTTO MAX",719,6,"2021-06-04",2,9,17,26,32,45,47,0
"LOTTO MAX",719,7,"2021-06-04",2,11,14,30,31,37,42,0
"LOTTO MAX",719,8,"2021-06-04",2,14,15,26,27,34,36,0
"LOTTO MAX",719,9,"2021-06-04",2,14,33,34,35,40,47,0
"LOTTO MAX",719,10,"2021-06-04",3,4,6,11,16,22,37,0
"LOTTO MAX",719,11,"2021-06-04",3,6,18,23,39,44,50,0
"LOTTO MAX",719,12,"2021-06-04",3,10,12,14,15,39,42,0
"LOTTO MAX",719,13,"2021-06-04",3,11,12,19,37,42,48,0
"LOTTO MAX",719,14,"2021-06-04",4,6,21,22,24,40,43,0
"LOTTO MAX",719,15,"2021-06-04",4,8,15,16,25,40,49,0
"LOTTO MAX",719,16,"2021-06-04",4,11,16,26,39,46,48,0
"LOTTO MAX",719,17,"2021-06-04",4,28,30,33,38,46,50,0
"LOTTO MAX",719,18,"2021-06-04",5,7,15,23,25,43,50,0
"LOTTO MAX",719,19,"2021-06-04",5,8,10,12,32,45,46,0
"LOTTO MAX",719,20,"2021-06-04",5,9,13,14,29,34,50,0
"LOTTO MAX",719,21,"2021-06-04",5,9,17,20,25,26,30,0
"LOTTO MAX",719,22,"2021-06-04",5,11,27,31,42,45,49,0
"LOTTO MAX",719,23,"2021-06-04",5,18,28,31,34,36,50,0
"LOTTO MAX",719,24,"2021-06-04",6,7,10,28,34,35,38,0
"LOTTO MAX",719,25,"2021-06-04",6,17,29,35,37,42,46,0
"LOTTO MAX",719,26,"2021-06-04",8,10,15,16,31,36,38,0
"LOTTO MAX",719,27,"2021-06-04",8,10,24,26,31,40,43,0
"LOTTO MAX",719,28,"2021-06-04",9,17,22,35,40,47,49,0
"LOTTO MAX",719,29,"2021-06-04",10,11,14,15,37,38,45,0
"LOTTO MAX",719,30,"2021-06-04",11,15,28,33,42,48,49,0
"LOTTO MAX",719,31,"2021-06-04",17,21,28,30,32,37,38,0
"LOTTO MAX",719,32,"2021-06-04",18,20,21,38,42,44,48,0
"LOTTO MAX",719,33,"2021-06-04",19,23,29,34,37,38,48,0
"LOTTO MAX",720,0,"2021-06-08",1,9,14,24,26,37,42,29
"LOTTO MAX",720,1,"2021-06-08",1,2,6,9,27,33,41,0
"LOTTO MAX",720,2,"2021-06-08",1,7,8,14,15,18,36,0
"LOTTO MAX",720,3,"2021-06-08",1,10,17,19,20,22,32,0
"LOTTO MAX",720,4,"2021-06-08",1,12,30,36,41,45,47,0
"LOTTO MAX",720,5,"2021-06-08",1,19,22,39,40,45,48,0
"LOTTO MAX",720,6,"2021-06-08",2,3,8,22,30,31,40,0
"LOTTO MAX",720,7,"2021-06-08",2,3,20,31,36,41,45,0
"LOTTO MAX",720,8,"2021-06-08",2,5,6,13,20,28,38,0
"LOTTO MAX",720,9,"2021-06-08",2,5,8,28,30,32,49,0
"LOTTO MAX",720,10,"2021-06-08",2,8,14,25,31,44,45,0
"LOTTO MAX",720,11,"2021-06-08",2,10,13,16,24,25,47,0
"LOTTO MAX",720,12,"2021-06-08",2,12,17,27,36,41,47,0
"LOTTO MAX",720,13,"2021-06-08",3,4,9,18,32,42,47,0
"LOTTO MAX",720,14,"2021-06-08",3,7,10,11,16,31,38,0
"LOTTO MAX",720,15,"2021-06-08",3,7,16,25,26,28,36,0
"LOTTO MAX",720,16,"2021-06-08",3,12,15,22,23,38,48,0
"LOTTO MAX",720,17,"2021-06-08",4,5,23,27,38,42,47,0
"LOTTO MAX",720,18,"2021-06-08",4,6,13,25,37,41,47,0
"LOTTO MAX",720,19,"2021-06-08",4,8,14,20,21,28,44,0
"LOTTO MAX",720,20,"2021-06-08",4,9,19,26,38,39,49,0
"LOTTO MAX",720,21,"2021-06-08",4,10,11,14,20,32,45,0
"LOTTO MAX",720,22,"2021-06-08",4,12,17,20,31,48,49,0
"LOTTO MAX",720,23,"2021-06-08",4,14,26,32,36,45,47,0
"LOTTO MAX",720,24,"2021-06-08",4,15,17,26,28,36,39,0
"LOTTO MAX",720,25,"2021-06-08",4,16,17,18,25,27,44,0
"LOTTO MAX",720,26,"2021-06-08",5,7,8,12,14,18,37,0
"LOTTO MAX",720,27,"2021-06-08",5,15,18,28,39,42,47,0
"LOTTO MAX",720,28,"2021-06-08",5,15,24,25,33,37,45,0
"LOTTO MAX",720,29,"2021-06-08",6,10,13,20,25,26,33,0
"LOTTO MAX",720,30,"2021-06-08",6,12,13,26,29,32,41,0
"LOTTO MAX",720,31,"2021-06-08",6,12,19,29,38,46,49,0
"LOTTO MAX",720,32,"2021-06-08",7,8,13,14,18,25,29,0
"LOTTO MAX",720,33,"2021-06-08",7,9,10,34,37,43,45,0
"LOTTO MAX",720,34,"2021-06-08",7,9,14,19,21,29,33,0
"LOTTO MAX",720,35,"2021-06-08",7,24,31,32,38,42,45,0
"LOTTO MAX",720,36,"2021-06-08",8,9,12,25,38,39,46,0
"LOTTO MAX",720,37,"2021-06-08",9,11,18,21,26,31,45,0
"LOTTO MAX",720,38,"2021-06-08",9,16,17,18,24,31,42,0
"LOTTO MAX",720,39,"2021-06-08",10,13,17,28,34,42,50,0
"LOTTO MAX",720,40,"2021-06-08",10,15,28,30,32,39,44,0
"LOTTO MAX",720,41,"2021-06-08",11,12,16,27,34,41,47,0
"LOTTO MAX",720,42,"2021-06-08",11,16,19,42,45,46,50,0
"LOTTO MAX",720,43,"2021-06-08",13,18,24,27,37,38,44,0
"LOTTO MAX",720,44,"2021-06-08",13,20,22,23,29,31,46,0
"LOTTO MAX",720,45,"2021-06-08",14,16,19,24,27,37,40,0
"LOTTO MAX",720,46,"2021-06-08",14,17,27,29,37,38,49,0
"LOTTO MAX",720,47,"2021-06-08",14,24,25,29,30,36,43,0
"LOTTO MAX",720,48,"2021-06-08",18,28,36,37,42,44,45,0
"LOTTO MAX",720,49,"2021-06-08",20,23,28,29,38,45,46,0
"LOTTO MAX",720,50,"2021-06-08",21,29,30,35,41,42,45,0
"LOTTO MAX",721,0,"2021-06-11",20,21,25,33,38,44,45,22
"LOTTO MAX",721,1,"2021-06-11",1,2,3,10,13,41,42,0
"LOTTO MAX",721,2,"2021-06-11",1,2,7,18,19,21,27,0
"LOTTO MAX",721,3,"2021-06-11",1,4,6,21,24,27,36,0
"LOTTO MAX",721,4,"2021-06-11",1,6,12,22,27,35,37,0
"LOTTO MAX",721,5,"2021-06-11",1,7,30,34,42,44,46,0
"LOTTO MAX",721,6,"2021-06-11",1,12,19,26,33,38,49,0
"LOTTO MAX",721,7,"2021-06-11",1,24,34,40,42,47,50,0
"LOTTO MAX",721,8,"2021-06-11",1,26,30,32,34,39,46,0
"LOTTO MAX",721,9,"2021-06-11",2,3,6,21,35,38,48,0
"LOTTO MAX",721,10,"2021-06-11",2,3,10,14,27,40,48,0
"LOTTO MAX",721,11,"2021-06-11",2,5,8,12,18,44,48,0
"LOTTO MAX",721,12,"2021-06-11",2,5,8,13,24,34,41,0
"LOTTO MAX",721,13,"2021-06-11",2,5,15,23,28,32,39,0
"LOTTO MAX",721,14,"2021-06-11",2,11,17,23,37,43,46,0
"LOTTO MAX",721,15,"2021-06-11",2,12,19,32,38,39,49,0
"LOTTO MAX",721,16,"2021-06-11",2,13,14,17,20,35,37,0
"LOTTO MAX",721,17,"2021-06-11",2,19,22,23,36,38,50,0
"LOTTO MAX",721,18,"2021-06-11",2,25,27,34,35,42,47,0
"LOTTO MAX",721,19,"2021-06-11",3,8,14,16,31,43,44,0
"LOTTO MAX",721,20,"2021-06-11",3,8,15,21,27,41,49,0
"LOTTO MAX",721,21,"2021-06-11",3,12,16,23,31,44,50,0
"LOTTO MAX",721,22,"2021-06-11",3,18,29,37,43,45,46,0
"LOTTO MAX",721,23,"2021-06-11",4,8,21,25,27,33,39,0
"LOTTO MAX",721,24,"2021-06-11",4,10,11,16,28,31,36,0
"LOTTO MAX",721,25,"2021-06-11",4,25,29,30,32,35,44,0
"LOTTO MAX",721,26,"2021-06-11",5,8,12,34,36,47,49,0
"LOTTO MAX",721,27,"2021-06-11",6,7,18,32,35,36,43,0
"LOTTO MAX",721,28,"2021-06-11",6,7,21,25,35,40,48,0
"LOTTO MAX",721,29,"2021-06-11",6,8,11,15,27,28,43,0
"LOTTO MAX",721,30,"2021-06-11",6,8,16,30,35,38,49,0
"LOTTO MAX",721,31,"2021-06-11",6,10,21,27,30,39,46,0
"LOTTO MAX",721,32,"2021-06-11",6,13,27,28,30,31,38,0
"LOTTO MAX",721,33,"2021-06-11",6,23,26,29,35,42,44,0
"LOTTO MAX",721,34,"2021-06-11",7,10,18,23,32,35,41,0
"LOTTO MAX",721,35,"2021-06-11",7,15,22,27,32,39,43,0
"LOTTO MAX",721,36,"2021-06-11",7,20,37,44,47,49,50,0
"LOTTO MAX",721,37,"2021-06-11",8,9,19,23,32,37,40,0
"LOTTO MAX",721,38,"2021-06-11",8,11,19,26,30,34,44,0
"LOTTO MAX",721,39,"2021-06-11",8,13,15,16,22,29,32,0
"LOTTO MAX",721,40,"2021-06-11",8,17,23,24,44,46,49,0
"LOTTO MAX",721,41,"2021-06-11",8,23,24,33,34,35,46,0
"LOTTO MAX",721,42,"2021-06-11",9,16,18,24,45,48,49,0
"LOTTO MAX",721,43,"2021-06-11",9,18,21,23,32,36,39,0
"LOTTO MAX",721,44,"2021-06-11",10,14,22,23,24,34,45,0
"LOTTO MAX",721,45,"2021-06-11",11,16,20,21,24,31,47,0
"LOTTO MAX",721,46,"2021-06-11",11,17,20,26,34,37,48,0
"LOTTO MAX",721,47,"2021-06-11",11,31,35,42,43,46,47,0
"LOTTO MAX",721,48,"2021-06-11",12,13,15,20,34,44,45,0
"LOTTO MAX",721,49,"2021-06-11",12,20,21,32,43,46,50,0
"LOTTO MAX",721,50,"2021-06-11",12,21,24,30,31,37,47,0
"LOTTO MAX",721,51,"2021-06-11",14,21,26,30,32,36,46,0
"LOTTO MAX",721,52,"2021-06-11",15,24,26,30,32,33,34,0
"LOTTO MAX",721,53,"2021-06-11",16,29,30,33,41,42,48,0
"LOTTO MAX",721,54,"2021-06-11",17,19,29,37,39,40,42,0
"LOTTO MAX",721,55,"2021-06-11",21,22,32,33,41,45,49,0
"LOTTO MAX",721,56,"2021-06-11",29,32,33,35,38,49,50,0
"LOTTO MAX",722,0,"2021-06-15",2,8,12,13,14,36,43,29
"LOTTO MAX",722,1,"2021-06-15",1,2,7,20,21,33,44,0
"LOTTO MAX",722,2,"2021-06-15",1,2,8,16,17,49,50,0
"LOTTO MAX",722,3,"2021-06-15",1,3,4,20,25,42,50,0
"LOTTO MAX",722,4,"2021-06-15",1,4,9,21,26,29,39,0
"LOTTO MAX",722,5,"2021-06-15",1,4,16,36,44,45,46,0
"LOTTO MAX",722,6,"2021-06-15",1,6,8,10,13,30,43,0
"LOTTO MAX",722,7,"2021-06-15",1,9,18,22,41,47,48,0
"LOTTO MAX",722,8,"2021-06-15",1,10,14,19,21,24,32,0
"LOTTO MAX",722,9,"2021-06-15",1,12,13,15,16,31,44,0
"LOTTO MAX",722,10,"2021-06-15",1,18,22,31,32,40,43,0
"LOTTO MAX",722,11,"2021-06-15",2,3,4,20,35,37,43,0
"LOTTO MAX",722,12,"2021-06-15",2,3,6,18,25,31,43,0
"LOTTO MAX",722,13,"2021-06-15",2,5,21,23,27,31,32,0
"LOTTO MAX",722,14,"2021-06-15",2,8,10,11,17,19,31,0
"LOTTO MAX",722,15,"2021-06-15",2,10,13,14,18,20,31,0
"LOTTO MAX",722,16,"2021-06-15",2,13,21,27,36,37,43,0
"LOTTO MAX",722,17,"2021-06-15",2,13,21,32,37,40,46,0
"LOTTO MAX",722,18,"2021-06-15",2,18,29,41,43,48,50,0
"LOTTO MAX",722,19,"2021-06-15",2,33,35,40,43,48,50,0
"LOTTO MAX",722,20,"2021-06-15",3,4,34,35,41,47,49,0
"LOTTO MAX",722,21,"2021-06-15",3,5,7,26,29,31,42,0
"LOTTO MAX",722,22,"2021-06-15",3,6,16,30,34,38,49,0
"LOTTO MAX",722,23,"2021-06-15",3,7,9,17,26,38,39,0
"LOTTO MAX",722,24,"2021-06-15",3,10,16,32,34,39,42,0
"LOTTO MAX",722,25,"2021-06-15",3,11,14,15,29,39,43,0
"LOTTO MAX",722,26,"2021-06-15",4,8,11,15,19,24,41,0
"LOTTO MAX",722,27,"2021-06-15",4,8,13,31,40,41,50,0
"LOTTO MAX",722,28,"2021-06-15",4,12,15,29,38,41,49,0
"LOTTO MAX",722,29,"2021-06-15",4,13,14,17,18,28,39,0
"LOTTO MAX",722,30,"2021-06-15",4,17,24,29,34,40,47,0
"LOTTO MAX",722,31,"2021-06-15",5,6,9,18,20,32,40,0
"LOTTO MAX",722,32,"2021-06-15",5,9,14,26,29,31,32,0
"LOTTO MAX",722,33,"2021-06-15",5,9,20,25,41,45,48,0
"LOTTO MAX",722,34,"2021-06-15",5,11,13,14,20,30,40,0
"LOTTO MAX",722,35,"2021-06-15",5,27,34,35,36,41,46,0
"LOTTO MAX",722,36,"2021-06-15",6,8,13,18,20,21,32,0
"LOTTO MAX",722,37,"2021-06-15",6,9,11,13,31,36,46,0
"LOTTO MAX",722,38,"2021-06-15",6,9,11,17,27,31,32,0
"LOTTO MAX",722,39,"2021-06-15",6,11,21,22,27,35,42,0
"LOTTO MAX",722,40,"2021-06-15",6,13,31,35,38,40,41,0
"LOTTO MAX",722,41,"2021-06-15",6,18,29,31,36,38,39,0
"LOTTO MAX",722,42,"2021-06-15",7,8,14,26,44,45,48,0
"LOTTO MAX",722,43,"2021-06-15",7,11,12,15,23,33,36,0
"LOTTO MAX",722,44,"2021-06-15",7,11,26,27,30,36,38,0
"LOTTO MAX",722,45,"2021-06-15",7,12,17,23,31,37,48,0
"LOTTO MAX",722,46,"2021-06-15",7,23,26,35,40,47,48,0
"LOTTO MAX",722,47,"2021-06-15",8,10,14,17,26,34,49,0
"LOTTO MAX",722,48,"2021-06-15",8,15,23,30,32,36,38,0
"LOTTO MAX",722,49,"2021-06-15",8,19,21,25,30,31,40,0
"LOTTO MAX",722,50,"2021-06-15",10,27,36,41,43,44,45,0
"LOTTO MAX",722,51,"2021-06-15",11,20,21,22,26,33,48,0
"LOTTO MAX",722,52,"2021-06-15",12,14,15,17,24,37,39,0
"LOTTO MAX",722,53,"2021-06-15",12,15,19,35,41,42,46,0
"LOTTO MAX",722,54,"2021-06-15",12,40,42,43,46,47,48,0
"LOTTO MAX",722,55,"2021-06-15",15,21,26,27,31,36,40,0
"LOTTO MAX",722,56,"2021-06-15",16,19,20,34,41,43,50,0
"LOTTO MAX",722,57,"2021-06-15",16,20,23,25,42,44,45,0
"LOTTO MAX",722,58,"2021-06-15",17,30,36,39,41,47,48,0
"LOTTO MAX",722,59,"2021-06-15",18,19,21,31,32,41,47,0
"LOTTO MAX",722,60,"2021-06-15",19,25,28,36,41,43,44,0
"LOTTO MAX",722,61,"2021-06-15",20,22,28,30,39,41,42,0
"LOTTO MAX",722,62,"2021-06-15",20,25,31,35,39,41,44,0
"LOTTO MAX",722,63,"2021-06-15",27,29,30,34,37,41,44,0
"LOTTO MAX",722,64,"2021-06-15",29,30,31,32,37,40,46,0
"LOTTO MAX",723,0,"2021-06-18",11,14,15,24,34,43,47,36
"LOTTO MAX",723,1,"2021-06-18",1,3,9,10,27,32,46,0
"LOTTO MAX",723,2,"2021-06-18",1,4,10,11,15,36,49,0
"LOTTO MAX",723,3,"2021-06-18",1,4,18,22,28,40,41,0
"LOTTO MAX",723,4,"2021-06-18",1,5,10,11,26,44,49,0
"LOTTO MAX",723,5,"2021-06-18",1,6,11,23,27,34,43,0
"LOTTO MAX",723,6,"2021-06-18",1,6,17,20,23,27,35,0
"LOTTO MAX",723,7,"2021-06-18",1,6,23,24,32,43,50,0
"LOTTO MAX",723,8,"2021-06-18",1,7,14,18,23,27,34,0
"LOTTO MAX",723,9,"2021-06-18",1,10,33,39,40,48,50,0
"LOTTO MAX",723,10,"2021-06-18",1,13,34,35,38,39,50,0
"LOTTO MAX",723,11,"2021-06-18",2,3,10,28,43,47,48,0
"LOTTO MAX",723,12,"2021-06-18",2,3,12,15,17,26,42,0
"LOTTO MAX",723,13,"2021-06-18",2,3,12,17,25,28,46,0
"LOTTO MAX",723,14,"2021-06-18",2,3,17,27,39,40,50,0
"LOTTO MAX",723,15,"2021-06-18",2,5,24,30,37,39,41,0
"LOTTO MAX",723,16,"2021-06-18",2,7,11,14,23,28,41,0
"LOTTO MAX",723,17,"2021-06-18",2,14,23,30,38,44,48,0
"LOTTO MAX",723,18,"2021-06-18",2,16,20,33,44,46,47,0
"LOTTO MAX",723,19,"2021-06-18",3,4,5,19,24,31,36,0
"LOTTO MAX",723,20,"2021-06-18",3,4,8,9,14,26,45,0
"LOTTO MAX",723,21,"2021-06-18",3,6,19,24,31,40,48,0
"LOTTO MAX",723,22,"2021-06-18",3,7,20,24,34,44,46,0
"LOTTO MAX",723,23,"2021-06-18",3,9,34,35,46,48,49,0
"LOTTO MAX",723,24,"2021-06-18",3,11,21,31,32,43,48,0
"LOTTO MAX",723,25,"2021-06-18",3,13,22,26,28,34,48,0
"LOTTO MAX",723,26,"2021-06-18",3,15,20,21,29,32,44,0
"LOTTO MAX",723,27,"2021-06-18",4,5,6,10,20,36,48,0
"LOTTO MAX",723,28,"2021-06-18",4,8,11,18,34,41,46,0
"LOTTO MAX",723,29,"2021-06-18",4,14,22,29,34,35,46,0
"LOTTO MAX",723,30,"2021-06-18",4,18,24,25,28,29,41,0
"LOTTO MAX",723,31,"2021-06-18",4,20,26,34,44,45,46,0
"LOTTO MAX",723,32,"2021-06-18",5,7,9,22,39,43,50,0
"LOTTO MAX",723,33,"2021-06-18",5,9,30,33,35,37,50,0
"LOTTO MAX",723,34,"2021-06-18",5,10,12,35,37,44,47,0
"LOTTO MAX",723,35,"2021-06-18",5,12,14,18,24,41,46,0
"LOTTO MAX",723,36,"2021-06-18",5,12,20,24,33,43,50,0
"LOTTO MAX",723,37,"2021-06-18",5,20,28,35,40,43,46,0
"LOTTO MAX",723,38,"2021-06-18",6,12,18,26,29,44,47,0
"LOTTO MAX",723,39,"2021-06-18",6,13,16,17,28,29,50,0
"LOTTO MAX",723,40,"2021-06-18",6,13,16,25,28,39,49,0
"LOTTO MAX",723,41,"2021-06-18",6,20,25,27,32,44,47,0
"LOTTO MAX",723,42,"2021-06-18",6,22,24,28,38,45,47,0
"LOTTO MAX",723,43,"2021-06-18",7,9,11,21,23,42,50,0
"LOTTO MAX",723,44,"2021-06-18",7,12,14,17,30,40,47,0
"LOTTO MAX",723,45,"2021-06-18",7,12,19,26,32,40,46,0
"LOTTO MAX",723,46,"2021-06-18",7,13,29,30,38,49,50,0
"LOTTO MAX",723,47,"2021-06-18",7,14,15,18,24,32,39,0
"LOTTO MAX",723,48,"2021-06-18",7,17,23,35,42,43,46,0
"LOTTO MAX",723,49,"2021-06-18",7,18,28,32,44,45,48,0
"LOTTO MAX",723,50,"2021-06-18",7,23,31,37,38,41,45,0
"LOTTO MAX",723,51,"2021-06-18",8,10,13,28,31,41,43,0
"LOTTO MAX",723,52,"2021-06-18",8,11,13,18,35,39,44,0
"LOTTO MAX",723,53,"2021-06-18",8,13,15,24,29,31,33,0
"LOTTO MAX",723,54,"2021-06-18",8,14,24,28,35,46,48,0
"LOTTO MAX",723,55,"2021-06-18",9,13,21,23,37,45,46,0
"LOTTO MAX",723,56,"2021-06-18",9,23,31,32,34,41,49,0
"LOTTO MAX",723,57,"2021-06-18",10,19,37,40,43,45,47,0
"LOTTO MAX",723,58,"2021-06-18",10,20,24,26,31,32,46,0
"LOTTO MAX",723,59,"2021-06-18",10,23,25,26,33,46,49,0
"LOTTO MAX",723,60,"2021-06-18",12,19,22,33,40,45,49,0
"LOTTO MAX",723,61,"2021-06-18",12,21,22,25,34,38,46,0
"LOTTO MAX",723,62,"2021-06-18",13,21,23,38,42,48,50,0
"LOTTO MAX",723,63,"2021-06-18",14,15,34,36,37,43,48,0
"LOTTO MAX",723,64,"2021-06-18",14,26,37,44,46,47,49,0
"LOTTO MAX",723,65,"2021-06-18",16,17,21,25,31,40,49,0
"LOTTO MAX",723,66,"2021-06-18",16,17,24,28,30,31,38,0
"LOTTO MAX",723,67,"2021-06-18",20,23,31,34,42,46,48,0
"LOTTO MAX",723,68,"2021-06-18",22,27,33,34,42,43,44,0
"LOTTO MAX",723,69,"2021-06-18",24,29,31,34,36,44,47,0
"LOTTO MAX",723,70,"2021-06-18",25,29,32,34,36,38,48,0
"LOTTO MAX",724,0,"2021-06-22",7,11,22,28,33,44,49,10
"LOTTO MAX",724,1,"2021-06-22",1,2,5,14,28,36,44,0
"LOTTO MAX",724,2,"2021-06-22",1,4,9,33,39,45,49,0
"LOTTO MAX",724,3,"2021-06-22",1,4,10,17,20,30,48,0
"LOTTO MAX",724,4,"2021-06-22",1,4,23,28,44,48,50,0
"LOTTO MAX",724,5,"2021-06-22",1,5,10,18,27,30,39,0
"LOTTO MAX",724,6,"2021-06-22",1,7,17,20,26,27,34,0
"LOTTO MAX",724,7,"2021-06-22",1,8,10,19,29,48,49,0
"LOTTO MAX",724,8,"2021-06-22",1,10,14,15,39,43,46,0
"LOTTO MAX",724,9,"2021-06-22",1,12,13,15,21,33,34,0
"LOTTO MAX",724,10,"2021-06-22",1,15,16,29,31,32,46,0
"LOTTO MAX",724,11,"2021-06-22",1,16,17,21,22,41,50,0
"LOTTO MAX",724,12,"2021-06-22",1,16,19,27,37,39,49,0
"LOTTO MAX",724,13,"2021-06-22",1,18,26,29,41,43,50,0
"LOTTO MAX",724,14,"2021-06-22",1,21,23,24,28,37,45,0
"LOTTO MAX",724,15,"2021-06-22",2,3,19,26,29,45,47,0
"LOTTO MAX",724,16,"2021-06-22",2,7,10,22,31,37,41,0
"LOTTO MAX",724,17,"2021-06-22",2,10,13,19,37,46,49,0
"LOTTO MAX",724,18,"2021-06-22",2,17,19,21,28,31,41,0
"LOTTO MAX",724,19,"2021-06-22",3,4,6,7,32,33,37,0
"LOTTO MAX",724,20,"2021-06-22",3,4,6,9,31,32,46,0
"LOTTO MAX",724,21,"2021-06-22",3,4,6,10,15,21,45,0
"LOTTO MAX",724,22,"2021-06-22",3,4,15,16,17,45,46,0
"LOTTO MAX",724,23,"2021-06-22",3,6,8,17,29,39,43,0
"LOTTO MAX",724,24,"2021-06-22",3,6,13,14,19,22,44,0
"LOTTO MAX",724,25,"2021-06-22",3,12,14,23,38,40,41,0
"LOTTO MAX",724,26,"2021-06-22",4,5,7,26,34,43,50,0
"LOTTO MAX",724,27,"2021-06-22",4,5,13,18,34,39,44,0
"LOTTO MAX",724,28,"2021-06-22",4,6,17,26,32,33,45,0
"LOTTO MAX",724,29,"2021-06-22",4,8,12,28,30,46,48,0
"LOTTO MAX",724,30,"2021-06-22",4,9,15,22,23,32,38,0
"LOTTO MAX",724,31,"2021-06-22",4,10,14,21,37,42,48,0
"LOTTO MAX",724,32,"2021-06-22",4,11,13,16,23,42,48,0
"LOTTO MAX",724,33,"2021-06-22",4,11,13,20,26,34,40,0
"LOTTO MAX",724,34,"2021-06-22",4,17,18,22,24,28,49,0
"LOTTO MAX",724,35,"2021-06-22",4,18,21,27,32,38,44,0
"LOTTO MAX",724,36,"2021-06-22",5,6,7,13,22,27,47,0
"LOTTO MAX",724,37,"2021-06-22",5,8,12,14,25,29,43,0
"LOTTO MAX",724,38,"2021-06-22",5,8,12,28,35,41,49,0
"LOTTO MAX",724,39,"2021-06-22",5,9,11,12,25,31,39,0
"LOTTO MAX",724,40,"2021-06-22",5,10,14,17,20,33,46,0
"LOTTO MAX",724,41,"2021-06-22",5,11,13,27,44,47,49,0
"LOTTO MAX",724,42,"2021-06-22",5,11,21,25,30,34,42,0
"LOTTO MAX",724,43,"2021-06-22",5,17,27,39,41,42,45,0
"LOTTO MAX",724,44,"2021-06-22",5,18,24,26,30,32,35,0
"LOTTO MAX",724,45,"2021-06-22",5,20,24,29,32,35,43,0
"LOTTO MAX",724,46,"2021-06-22",6,8,24,30,38,39,50,0
"LOTTO MAX",724,47,"2021-06-22",6,12,15,16,32,37,49,0
"LOTTO MAX",724,48,"2021-06-22",6,15,25,26,39,43,49,0
"LOTTO MAX",724,49,"2021-06-22",7,8,15,19,36,47,49,0
"LOTTO MAX",724,50,"2021-06-22",7,8,31,33,40,45,46,0
"LOTTO MAX",724,51,"2021-06-22",7,19,23,29,30,31,32,0
"LOTTO MAX",724,52,"2021-06-22",8,15,21,22,23,25,31,0
"LOTTO MAX",724,53,"2021-06-22",8,21,22,26,30,40,50,0
"LOTTO MAX",724,54,"2021-06-22",9,11,14,23,36,41,50,0
"LOTTO MAX",724,55,"2021-06-22",9,13,25,37,43,45,48,0
"LOTTO MAX",724,56,"2021-06-22",9,13,27,34,37,48,50,0
"LOTTO MAX",724,57,"2021-06-22",9,18,20,23,25,27,47,0
"LOTTO MAX",724,58,"2021-06-22",9,19,29,32,36,45,48,0
"LOTTO MAX",724,59,"2021-06-22",10,15,18,21,27,47,50,0
"LOTTO MAX",724,60,"2021-06-22",10,17,22,36,45,47,50,0
"LOTTO MAX",724,61,"2021-06-22",13,16,18,22,29,40,49,0
"LOTTO MAX",724,62,"2021-06-22",13,17,20,23,24,30,31,0
"LOTTO MAX",724,63,"2021-06-22",13,20,24,28,30,42,50,0
"LOTTO MAX",724,64,"2021-06-22",14,16,19,28,39,43,47,0
"LOTTO MAX",724,65,"2021-06-22",14,18,25,30,34,44,47,0
"LOTTO MAX",724,66,"2021-06-22",15,16,26,34,38,49,50,0
"LOTTO MAX",724,67,"2021-06-22",15,18,31,33,40,41,44,0
"LOTTO MAX",724,68,"2021-06-22",15,24,27,30,33,36,43,0
"LOTTO MAX",724,69,"2021-06-22",22,27,30,32,36,37,42,0
